0	0	-86	
1	1	31	
2	2	80	
3	3	-36	
4	4	-61	
5	5	28	
6	6	42	
7	7	-24	
8	8	-24	
9	9	14	
10	10	12	
11	11	-9	
12	12	-10	
13	13	1	
14	14	16	
15	15	3	
16	16	-25	
17	17	-4	
18	18	37	
19	19	0	
20	20	-44	
21	21	2	
22	22	45	
23	23	-9	
24	24	-34	
25	25	14	
26	26	19	
27	27	-17	
28	28	-3	
29	29	16	
30	30	-13	
31	31	-10	
32	32	21	
33	33	0	
34	34	-24	
35	35	7	
36	36	19	
37	37	-16	
38	38	-15	
39	39	20	
40	40	9	
41	41	-21	
42	42	-7	
43	43	18	
44	44	1	
45	45	-14	
46	46	-3	
47	47	7	
48	48	0	
49	49	-1	
50	50	-1	
51	51	-6	
52	52	2	
53	53	11	
54	54	-5	
55	55	-15	
56	56	3	
57	57	11	
58	58	-3	
59	59	-3	
60	60	-1	
61	61	-12	
62	62	6	
63	63	25	
64	64	-14	
65	65	-35	
66	66	23	
67	67	39	
68	68	-34	
69	69	-37	
70	70	39	
71	71	27	
72	72	-40	
73	73	-12	
74	74	29	
75	75	-5	
76	76	-16	
77	77	15	
78	78	-3	
79	79	-17	
80	80	20	
81	81	11	
82	82	-33	
83	83	1	
84	84	33	
85	85	-17	
86	86	-23	
87	87	26	
88	88	4	
89	89	-29	
90	90	15	
91	91	24	
92	92	-34	
93	93	-22	
94	94	42	
95	95	14	
96	96	-42	
97	97	-9	
98	98	33	
99	99	7	
100	100	-25	
101	101	-11	
102	102	12	
103	103	14	
104	104	-4	
105	105	-17	
106	106	-3	
107	107	19	
108	108	7	
109	109	-20	
110	110	-8	
111	111	24	
112	112	4	
113	113	-27	
114	114	-1	
115	115	31	
116	116	-5	
117	117	-31	
118	118	7	
119	119	25	
120	120	-7	
121	121	-13	
122	122	0	
123	123	-3	
124	124	2	
125	125	16	
126	126	-7	
127	127	-27	
128	128	9	
129	129	30	
130	130	-11	
131	131	-29	
132	132	9	
133	133	24	
134	134	-13	
135	135	-19	
136	136	14	
137	137	13	
138	138	-20	
139	139	-11	
140	140	25	
141	141	4	
142	142	-28	
143	143	1	
144	144	24	
145	145	-7	
146	146	-17	
147	147	8	
148	148	5	
149	149	-10	
150	150	0	
151	151	4	
152	152	-4	
153	153	-5	
154	154	3	
155	155	2	
156	156	3	
157	157	-8	
158	158	-10	
159	159	15	
160	160	12	
161	161	-25	
162	162	-7	
163	163	29	
164	164	-1	
165	165	-35	
166	166	8	
167	167	33	
168	168	-19	
169	169	-28	
170	170	27	
171	171	19	
172	172	-33	
173	173	-13	
174	174	29	
175	175	-1	
176	176	-25	
